מספר חברה,שם חברה,שם באנגלית,סוג תאגיד,סטטוס חברה,תאור חברה,מטרת החברה,תאריך התאגדות,חברה ממשלתית,מגבלות,מפרה,שנה אחרונה של דוח שנתי (שהוגש),city,street,number,מיקוד,ת.ד.,מדינה,אצל,תת סטטוס,TAB_Changes_Dates.latest_change,Year,Month
514155431,ר.א.ר. איי טי סימפל בע~מ,R.E.R. I T SIMPLE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,29.06.08 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,דרך העצמאות,40,5630417,,ישראל,,,24.01.2022,2022,1
514156330,קונטיינר הום בע~מ,CONTAINER HOME LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.06.08 00:00,לא,מוגבלת,,2020,פרדס חנה-כרכור,דרך למרחב,46,3703390,,ישראל,רמי אטיאס ,,01.01.2019,2019,1
514156637,ג'י.ג'י. סלמד בע~מ,G.G. CELLMED LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,01.07.08 00:00,לא,מוגבלת,,2021,קיסריה,הדיונה              ,25,3088900,,ישראל,אלי גבע,,24.01.2021,2021,1
514157429,פרצלינה קבוצת חברות בע~מ,PERZLINA GROUP OF COMPANIES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,02.07.08 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,הכלנית              ,27,0,,ישראל,ניר פרצלינה,,20.06.2016,2016,6
514158328,הבית ברח' ראובן 34 (2008) בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.07.08 00:00,לא,מוגבלת,,2022,זכרון יעקב,ראובן,34,30900,,ישראל,,,22.02.2022,2022,2
514158450,ר. הוברפלד יעוץ וניהול בע~מ,R. HUBERFELD CONSULTING & MANAGEMENT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.07.08 00:00,לא,מוגבלת,,2022,הוד השרון,אסירי ציון,21,4502547,,ישראל,רוית הוברפלד,,06.11.2014,2014,11
514158799,ט.צ. מתכות השרון בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.07.08 00:00,לא,מוגבלת,,2021,הוד השרון,שמואל הנביא,26,4538323,,ישראל,צחי בוחבוט,,09.02.2022,2022,2
514158864,קבוצת כ.י.ל יזמות ונדל~ן  בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.07.08 00:00,לא,מוגבלת,מפרה,2019,יהוד-מונוסון,דרך העצמאות,40,5630417,,ישראל,,,02.01.2019,2019,1
514159342,רהיטי השרון (ש.ל) בע~מ,HASHARON FURNITURES (S.L) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.07.08 00:00,לא,מוגבלת,,2021,אבן יהודה,שיזף,3,4052439,,ישראל,,,05.02.2018,2018,2
514159920,מזור פתרונות פיננסיים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,09.07.08 00:00,לא,מוגבלת,,2021,הוד השרון,נחל ירקון,66,4507315,,ישראל,ערן ושרית מזור,,16.11.2021,2021,11
514160647,פארק צרעה ניהול ואחזקה בע~מ,PARK TZORA MANAGEMENT AND HOLDING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,10.07.08 00:00,לא,מוגבלת,,2021,ראש העין,עמל,13,4809249,,ישראל,,,24.11.2021,2021,11
514160753,שו בוקס בע~מ,SHOE BOX LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,10.07.08 00:00,לא,מוגבלת,מפרה,2019,הוד השרון,טווס,3,4535321,,ישראל,,,12.11.2020,2020,11
514160878,פנזא- מעבדה תפיסתית בע~מ,PENZA - PERCEPTION LAB LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,10.07.08 00:00,לא,מוגבלת,,2022,פרדס חנה-כרכור,הדקלים,143,3711840,,ישראל,עופר דוידוביץ,,20.03.2022,2022,3
514161975,אינספייריט בע~מ,INSPIRIT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,14.07.08 00:00,לא,מוגבלת,,2021,זכרון יעקב,קציר,6,3090000,,ישראל,גדעון גילדה, בפרוק מרצון בהליך מזורז,31.05.2012,2012,5
514163666,הולילנד וויזדום בע~מ,HOLYLAND WISDOM LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.07.08 00:00,לא,מוגבלת,מפרה,,כפר יונה,הגלעד,19,4030000,,ישראל,,,05.07.2018,2018,7
514165661,קבוצת איי.טי.די. בע~מ,I.T.D. GROUP LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,23.07.08 00:00,לא,מוגבלת,,2021,הוד השרון,הכרמל,20,4522120,,ישראל,משה קליימן,,20.06.2016,2016,6
514165877,אוג'ין פתרונות - אוף גריד  בע~מ,OGIN - OFF GRID SOLUTIONS  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,23.07.08 00:00,לא,מוגבלת,,2021,ראש העין,הא באייר,78,4805678,,ישראל,מיכאל לזר,,20.07.2021,2021,7
514166511,היי-סק מעבדות בע~מ,HIGH-SEC LABS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.07.08 00:00,לא,מוגבלת,מפרה,2019,קיסריה,האשל,29,3088900,,ישראל,פארק תעשייה דרומי  ,,11.06.2020,2020,6
514166677,אקשן אייטם סופטוור בע~מ,ACTION ITEM SOFTWARE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,27.07.08 00:00,לא,מוגבלת,מפרה,2019,ראש העין,עמל,11,4809239,,ישראל,פארק אפק,,22.09.2019,2019,9
514167212,תרופות מרדי בע~מ,MARDI MEDICINES LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,27.07.08 00:00,לא,מוגבלת,מפרה,,בנימינה,החרצית,43,3050000,,ישראל,נפתלי דניאלה,,07.06.2012,2012,6
514167238,אי טי קר אינט' בע~מ,I T  CARE INT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,28.07.08 00:00,לא,מוגבלת,,2021,כפר יונה,בזלת,24,4030000,,ישראל,רמי נעים,,04.06.2013,2013,6
514167949,אור צד בע~מ,OR ZAD LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.07.08 00:00,לא,מוגבלת,מפרה,2019,ראש העין,חרוב,4,4857125,,ישראל,, בפרוק מרצון בהליך מזורז,15.01.2019,2019,1
514168350,מ.י שחם נדל~ן בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,30.07.08 00:00,לא,מוגבלת,מפרה,2019,ראש העין,העבודה,11,4801761,,ישראל,,,03.05.2015,2015,5
514169002,ג. טלי יעוץ בע~מ,G. TALI CONSULTING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,31.07.08 00:00,לא,מוגבלת,,2021,הוד השרון,יסמין,5,,,ישראל,גלעד שובל ,,27.01.2021,2021,1
514169465,אליטא תכשיטים בע~מ,ALITA JEWELS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.08.08 00:00,לא,מוגבלת,,2021,הוד השרון,האודם,43,4535972,,ישראל,אהוד יער רו~ח,,31.10.2021,2021,10
514169564,ב.מ.ט. ביומרקטינג - ב.מ.ט דיאגנוסטיקס בע~מ,B.M.T. BIO MARKETING BMT DIAGNOSTICS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.08.08 00:00,לא,מוגבלת,,2020,זכרון יעקב,השופטים,3,3094925,,ישראל,,,21.10.2020,2020,10
514170810,עדעד הדרים נדל~ן בע~מ,ADAD HADARIM NADLAN LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,05.08.08 00:00,לא,מוגבלת,,2021,הוד השרון,ההסתדרות,17,4527019,,ישראל,,,04.01.2022,2022,1
514171776,דה ויה אנרגיה עתידית בע~מ,DE VIA FUTURE ENERGY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.08.08 00:00,לא,מוגבלת,,2022,זכרון יעקב,גאולים,1,3091867,,ישראל,חואן דה ויה,,16.02.2022,2022,2
514172022,בכובד ראש בע~מ,BECHOVED ROSH LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.08.08 00:00,לא,מוגבלת,,2020,בנימינה,ששת הימים,2,3057702,,ישראל,מימון אופיר,,08.05.2016,2016,5
514172725,מרכז שירות ברגיל בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,11.08.08 00:00,לא,מוגבלת,מפרה,2019,ראש העין,התעשייה,0,4801700,,ישראל,צומת קסם,,17.08.2021,2021,8
514172832,גוטליב-אחזקות ושירותים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,11.08.08 00:00,לא,מוגבלת,,2021,הוד השרון,הבנים,43,4526854,,ישראל,,,15.08.2021,2021,8
514174945,פירסט קלאס - ד.ג.ש בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,17.08.08 00:00,לא,מוגבלת,,2021,ראש העין,עופרה חזה,4,,,ישראל,אבי ללוש -פירסט קלאס ד ג ש בע~מ ,,19.05.2019,2019,5
514175454,שלג הנדסה ויישום חסיני אש בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.08.08 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,דרך העצמאות,43,5630209,,ישראל,,,07.01.2020,2020,1
514175579,מיכה כהן פרוייקטים בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,19.08.08 00:00,לא,מוגבלת,,2021,הוד השרון,בן גוריון,16,4500910,,ישראל,כהן מיכאל ,,27.12.2017,2017,12
514176403,א.מ.י. 8 שירותים וניהול בע~מ ,,ישראלית חברה פרטית,פעילה,,לעסוק בסוגי עיסוק שפורטו בתקנון,20.08.08 00:00,לא,מוגבלת,,2021,סביון,אנפה,16,5652976,,ישראל,,,14.11.2019,2019,11
514176478,גלסף - ייזום פיתוח והשקעות בנדל~ן בע~מ,GALSAF - INITIATING DEVELOPING AND INVESTMENTS IN REAL ESTATE LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,20.08.08 00:00,לא,מוגבלת,,2021,ראש העין,עמל,10,4809234,,ישראל,,,22.03.2017,2017,3
514176502,ניו-טק מגזינים גרופ בע~מ,NEW-TECH MAGAZINES GROUP LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,20.08.08 00:00,לא,מוגבלת,,2022,הוד השרון,תוף,14,4533113,,ישראל,,,11.02.2014,2014,2
514177781,קולטאקט מוקדים בע~מ,CALLTACT MOKDIM LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.08.08 00:00,לא,מוגבלת,,2020,קיסריה,ענבר,46,3088900,,ישראל,גיא תורג'מן ,,07.01.2019,2019,1
514179191,אלנבי 59 בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,28.08.08 00:00,לא,מוגבלת,,2021,הוד השרון,המיסד,10,4522048,,ישראל,,,15.02.2018,2018,2
514179241,בעדיאל מערכות שינה בע~מ,BADIEL SLEEPING SYSTEMS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,28.08.08 00:00,לא,מוגבלת,,2021,ראש העין,פארק לב הארץ,0,,,ישראל,,,23.08.2021,2021,8
514179571,מגן א.ר.ת בע~מ,MAGEN A.R.T LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,28.08.08 00:00,לא,מוגבלת,מפרה,2015,זכרון יעקב,המייסדים ,26,3091060,,ישראל,משפחת סהר(ספי סהר),,14.02.2019,2019,2
514179845,ביטאיט בע~מ,BITIT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,01.09.08 00:00,לא,מוגבלת,,2020,ראש העין,המרץ,25,4810002,,ישראל,,,28.02.2022,2022,2
514180157,א. בהנ~ו אחזקות  בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,31.08.08 00:00,לא,מוגבלת,,2022,זכרון יעקב,המיסדים,51,3091085,,ישראל,אשר חכמון יוע~מ,,23.04.2020,2020,4
514181643,מוטו מאסטר בע~מ,MOTO MASTER LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.09.08 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,דרך העצמאות,4,0,,ישראל,,,15.06.2020,2020,6
514181908,איי.די.איי. השקעות בע~מ,A.D.A. INVESTMENTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.09.08 00:00,לא,מוגבלת,,2022,יהוד-מונוסון,צוקרמן צביה ויצחק,14,,,ישראל,סיגלית דיארי,,09.01.2019,2019,1
514182286,ש.נ.י. עוצמה בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,03.09.08 00:00,לא,מוגבלת,מפרה,,זכרון יעקב,הרצל,1,3090201,,ישראל,,,15.02.2018,2018,2
514182450,אלפיין שיפינג בע~מ,ALPINE SHIPPING LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.09.08 00:00,לא,מוגבלת,,2021,בנימינה,העבודה,26,3050000,,ישראל,,,21.10.2012,2012,10
514182625,טרילוג'י בע~מ,TRILOGY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.09.08 00:00,לא,מוגבלת,,2022,קיסריה,הטוחן,3,3088900,,ישראל,,,25.01.2018,2018,1
514184274,גו - סטאדי בע~מ,GO - STUDY LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,09.09.08 00:00,לא,מוגבלת,מפרה,2022,פרדסיה,הצבר,2,4281500,,ישראל,,,12.07.2021,2021,7
514185701,יוסי זיו (2008) בע~מ,YOSSI ZIV (2008) LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,15.09.08 00:00,לא,מוגבלת,,2021,אבן יהודה,אסותא,35,4053135,,ישראל,,,22.04.2020,2020,4
514186808,איזיטק מופ (2008)  בע~מ,EZTECH MOP (2008)  LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,21.09.08 00:00,לא,מוגבלת,,2022,פרדס חנה-כרכור,טפח,14,3715414,,ישראל,,,27.10.2019,2019,10
514187038,דלתא אומגה השקעות בע~מ,DELTA OMEGA  INVESTMENTS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,21.09.08 00:00,לא,מוגבלת,מפרה,2017,זכרון יעקב,החצב,1,3093201,,ישראל,יקואל עדי יצחק ,,18.09.2015,2015,9
514190339,מ.מ. בן - טוב בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,24.09.08 00:00,לא,מוגבלת,,2021,הוד השרון,דוד המלך,21,4523410,,ישראל,בן טוב מוטי,,04.05.2021,2021,5
514191600,מוטי הוניג הנדסה בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,02.10.08 00:00,לא,מוגבלת,,2020,זכרון יעקב,המיסדים,52,3091086,,ישראל,מוטי הוניג הנדסה בע~מ,,13.01.2021,2021,1
514192442,סיסטמס פלוס בע~מ,SYSTEMS PLUS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.10.08 00:00,לא,מוגבלת,,2022,הוד השרון,אח~י דקר,9,4522954,,ישראל,שייקה גבע,,05.04.2017,2017,4
514192756,מקשיבים נט בע~מ,MAKSHIVIM NET LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.10.08 00:00,לא,מוגבלת,,2021,בנימינה,החבצלת,23,3051112,,ישראל,,,18.03.2019,2019,3
514192962,ביסטרו 19 בע~מ,BISTRO 19 LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,06.10.08 00:00,לא,מוגבלת,,2022,קיסריה,נמל,0,3088900,,ישראל,,,12.10.2018,2018,10
514193416,מק צ'ארטר בע~מ,MAC CHARTER LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.10.08 00:00,לא,מוגבלת,,2020,פרדס חנה-כרכור,השופטים,28,3707428,,ישראל,,,25.04.2018,2018,4
514193580,מ. ברד אחזקות בע~מ,M. BARAD HOLDINGS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,07.10.08 00:00,לא,מוגבלת,,2020,הוד השרון,ארלוזורוב,22,4520322,,ישראל,רו~ח הוכמן קובי ,,14.04.2021,2021,4
514194174,ס.ד.א.י ניהול נכסים בע~מ,S.D.O.Y PROPERTY MANAGEMENT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,12.10.08 00:00,לא,מוגבלת,,2020,הוד השרון,דרך רמתים,11,4532311,,ישראל,,,19.02.2020,2020,2
514194760,מילניות יזמות  בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,22.10.08 00:00,לא,מוגבלת,מפרה,2017,יהוד-מונוסון,ויצמן,5,5623502,,ישראל,מילניות שיווק מוצרי מזון בע~מ,,17.02.2016,2016,2
514195783,סאן רייז תמריצי מחקר ופיתוח 2008 בע~מ,SUN RISE RESEARCH & DEVELOPMENT GRANTS 2008 LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,26.10.08 00:00,לא,מוגבלת,,2022,ראש העין,המלאכה,16,4809139,,ישראל,,,02.03.2022,2022,3
514196211,פירסט וואן מחשבים בע~מ,FIRST ONE COMPUTERS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,27.10.08 00:00,לא,מוגבלת,,2020,ראש העין,הרב שלום מנצורה     ,30,4850032,,ישראל,,,26.03.2020,2020,3
514198647,שיאור החזקות בע~מ,,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,02.11.08 00:00,לא,מוגבלת,מפרה,2021,הוד השרון,טווס,3,4535321,,ישראל,אהוד ראב~ד,,29.07.2018,2018,7
514198662,סי. רוזן הולדינגס בע~מ,C. ROZEN HOLDINGS LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,02.11.08 00:00,לא,מוגבלת,מפרה,2021,הוד השרון,רש~י,6,4501852,,ישראל,,,27.04.2020,2020,4
514199686,טו דו איט בע~מ,2 DO IT LTD,ישראלית חברה פרטית,פעילה,,לעסוק בכל עיסוק חוקי,04.11.08 00:00,לא,מוגבלת,,2021,יהוד-מונוסון,מבוא יסמין,27,5640567,,ישראל,דוד בן נתן ,,08.04.2021,2021,4
